,ADS_Index
1992:02:12,0.173597
1992:02:13,0.187144
1992:02:14,0.200299
1992:02:15,0.213066
1992:02:16,0.225448
1992:02:17,0.236968
1992:02:18,0.247629
1992:02:19,0.257435
1992:02:20,0.266389
1992:02:21,0.274493
1992:02:22,0.28175
1992:02:23,0.288163
1992:02:24,0.294532
1992:02:25,0.300859
1992:02:26,0.307147
1992:02:27,0.313397
1992:02:28,0.319612
1992:02:29,0.325792
1992:03:01,0.331941
1992:03:02,0.337256
1992:03:03,0.341737
1992:03:04,0.345388
1992:03:05,0.348208
1992:03:06,0.3502
1992:03:07,0.351362
1992:03:08,0.351696
1992:03:09,0.35292
1992:03:10,0.355036
1992:03:11,0.358042
1992:03:12,0.361941
1992:03:13,0.366733
1992:03:14,0.372421
1992:03:15,0.379005
1992:03:16,0.385932
1992:03:17,0.393204
1992:03:18,0.400823
1992:03:19,0.408792
1992:03:20,0.417112
1992:03:21,0.425787
1992:03:22,0.43482
1992:03:23,0.443192
1992:03:24,0.450907
1992:03:25,0.457968
1992:03:26,0.464375
1992:03:27,0.470132
1992:03:28,0.47524
1992:03:29,0.479701
1992:03:30,0.48403
1992:03:31,0.48823
1992:04:01,0.492301
1992:04:02,0.495117
1992:04:03,0.496678
1992:04:04,0.496985
1992:04:05,0.496039
1992:04:06,0.49423
1992:04:07,0.491558
1992:04:08,0.488023
1992:04:09,0.483623
1992:04:10,0.478358
1992:04:11,0.472224
1992:04:12,0.465221
1992:04:13,0.45779
1992:04:14,0.449929
1992:04:15,0.441636
1992:04:16,0.432908
1992:04:17,0.423741
1992:04:18,0.414135
1992:04:19,0.404084
1992:04:20,0.3931
1992:04:21,0.381179
1992:04:22,0.368317
1992:04:23,0.35451
1992:04:24,0.339754
1992:04:25,0.324045
1992:04:26,0.307377
1992:04:27,0.290045
1992:04:28,0.272044
1992:04:29,0.253369
1992:04:30,0.234013
1992:05:01,0.21397
1992:05:02,0.195208
1992:05:03,0.177721
1992:05:04,0.160556
1992:05:05,0.143708
1992:05:06,0.127171
1992:05:07,0.110942
1992:05:08,0.0950144
1992:05:09,0.0793838
1992:05:10,0.0640456
1992:05:11,0.049456
1992:05:12,0.0356108
1992:05:13,0.0225057
1992:05:14,0.0101366
1992:05:15,-0.00150014
1992:05:16,-0.0124081
1992:05:17,-0.0225907
1992:05:18,-0.0319293
1992:05:19,-0.0404268
1992:05:20,-0.0480858
1992:05:21,-0.0549086
1992:05:22,-0.0608973
1992:05:23,-0.0660537
1992:05:24,-0.0703794
1992:05:25,-0.0740141
1992:05:26,-0.0769588
1992:05:27,-0.0792144
1992:05:28,-0.0807817
1992:05:29,-0.0816612
1992:05:30,-0.081853
1992:05:31,-0.0813573
1992:06:01,-0.0798187
1992:06:02,-0.0774437
1992:06:03,-0.0742316
1992:06:04,-0.0701812
1992:06:05,-0.0652915
1992:06:06,-0.0595609
1992:06:07,-0.0529876
1992:06:08,-0.0456021
1992:06:09,-0.037402
1992:06:10,-0.028385
1992:06:11,-0.0185483
1992:06:12,-0.00788875
1992:06:13,0.00359678
1992:06:14,0.0159118
1992:06:15,0.028852
1992:06:16,0.0424212
1992:06:17,0.0566236
1992:06:18,0.0714636
1992:06:19,0.0869457
1992:06:20,0.103075
1992:06:21,0.119855
1992:06:22,0.137395
1992:06:23,0.155701
1992:06:24,0.174777
1992:06:25,0.19463
1992:06:26,0.215266
1992:06:27,0.236691
1992:06:28,0.258911
1992:06:29,0.281325
1992:06:30,0.303941
1992:07:01,0.326765
1992:07:02,0.346505
1992:07:03,0.363168
1992:07:04,0.376759
1992:07:05,0.38728
1992:07:06,0.395357
1992:07:07,0.400989
1992:07:08,0.404181
1992:07:09,0.404931
1992:07:10,0.403242
1992:07:11,0.399111
1992:07:12,0.392538
1992:07:13,0.382754
1992:07:14,0.369757
1992:07:15,0.353541
1992:07:16,0.334102
1992:07:17,0.311435
1992:07:18,0.285531
1992:07:19,0.256384
1992:07:20,0.23237
1992:07:21,0.213481
1992:07:22,0.199711
1992:07:23,0.191057
1992:07:24,0.187516
1992:07:25,0.189086
1992:07:26,0.195769
1992:07:27,0.193764
1992:07:28,0.18307
1992:07:29,0.163685
1992:07:30,0.135603
1992:07:31,0.0988144
1992:08:01,0.0533088
1992:08:02,0.00434869
1992:08:03,-0.0427478
1992:08:04,-0.0879952
1992:08:05,-0.131407
1992:08:06,-0.172997
1992:08:07,-0.212778
1992:08:08,-0.250761
1992:08:09,-0.286959
1992:08:10,-0.320898
1992:08:11,-0.352589
1992:08:12,-0.382042
1992:08:13,-0.409265
1992:08:14,-0.434268
1992:08:15,-0.457056
1992:08:16,-0.477639
1992:08:17,-0.495955
1992:08:18,-0.512013
1992:08:19,-0.525815
1992:08:20,-0.537367
1992:08:21,-0.546672
1992:08:22,-0.553732
1992:08:23,-0.558551
1992:08:24,-0.560554
1992:08:25,-0.559742
1992:08:26,-0.556115
1992:08:27,-0.549672
1992:08:28,-0.540411
1992:08:29,-0.528329
1992:08:30,-0.513422
1992:08:31,-0.49575
1992:09:01,-0.475308
1992:09:02,-0.454673
1992:09:03,-0.433839
1992:09:04,-0.4128
1992:09:05,-0.391549
1992:09:06,-0.37008
1992:09:07,-0.348716
1992:09:08,-0.32745
1992:09:09,-0.306275
1992:09:10,-0.285186
1992:09:11,-0.264175
1992:09:12,-0.243237
1992:09:13,-0.222365
1992:09:14,-0.201041
1992:09:15,-0.179258
1992:09:16,-0.15701
1992:09:17,-0.134291
1992:09:18,-0.111092
1992:09:19,-0.0874075
1992:09:20,-0.0632298
1992:09:21,-0.0398164
1992:09:22,-0.0171602
1992:09:23,0.00474581
1992:09:24,0.0259082
1992:09:25,0.0463336
1992:09:26,0.066028
1992:09:27,0.0849976
1992:09:28,0.103554
1992:09:29,0.121704
1992:09:30,0.139452
1992:10:01,0.156804
1992:10:02,0.173178
1992:10:03,0.188579
1992:10:04,0.203012
1992:10:05,0.215895
1992:10:06,0.227233
1992:10:07,0.237029
1992:10:08,0.245286
1992:10:09,0.252007
1992:10:10,0.257194
1992:10:11,0.260847
1992:10:12,0.26451
1992:10:13,0.268183
1992:10:14,0.271868
1992:10:15,0.275565
1992:10:16,0.279276
1992:10:17,0.283001
1992:10:18,0.286742
1992:10:19,0.289218
1992:10:20,0.290429
1992:10:21,0.290375
1992:10:22,0.289057
1992:10:23,0.286474
1992:10:24,0.282625
1992:10:25,0.277509
1992:10:26,0.271814
1992:10:27,0.265538
1992:10:28,0.258678
1992:10:29,0.251234
1992:10:30,0.243201
1992:10:31,0.234579
1992:11:01,0.225365
1992:11:02,0.218028
1992:11:03,0.212567
1992:11:04,0.208979
1992:11:05,0.207265
1992:11:06,0.207422
1992:11:07,0.209452
1992:11:08,0.213355
1992:11:09,0.218878
1992:11:10,0.226024
1992:11:11,0.234794
1992:11:12,0.245191
1992:11:13,0.257218
1992:11:14,0.270879
1992:11:15,0.286178
1992:11:16,0.302105
1992:11:17,0.318666
1992:11:18,0.335865
1992:11:19,0.353708
1992:11:20,0.3722
1992:11:21,0.391347
1992:11:22,0.411154
1992:11:23,0.431798
1992:11:24,0.453285
1992:11:25,0.475621
1992:11:26,0.498812
1992:11:27,0.522868
1992:11:28,0.547793
1992:11:29,0.573597
1992:11:30,0.601408
1992:12:01,0.631234
1992:12:02,0.659081
1992:12:03,0.684959
1992:12:04,0.708873
1992:12:05,0.730833
1992:12:06,0.750845
1992:12:07,0.768944
1992:12:08,0.785135
1992:12:09,0.799424
1992:12:10,0.811816
1992:12:11,0.822313
1992:12:12,0.830919
1992:12:13,0.837637
1992:12:14,0.840962
1992:12:15,0.840894
1992:12:16,0.837434
1992:12:17,0.830581
1992:12:18,0.820332
1992:12:19,0.806685
1992:12:20,0.789635
1992:12:21,0.769308
1992:12:22,0.745698
1992:12:23,0.718798
1992:12:24,0.688598
1992:12:25,0.655092
1992:12:26,0.618267
1992:12:27,0.578112
1992:12:28,0.536751
1992:12:29,0.494171
1992:12:30,0.450358
1992:12:31,0.405299
1993:01:01,0.35898
1993:01:02,0.315756
1993:01:03,0.275614
1993:01:04,0.237873
1993:01:05,0.202521
1993:01:06,0.169548
1993:01:07,0.138943
1993:01:08,0.110697
1993:01:09,0.0848021
1993:01:10,0.0612496
1993:01:11,0.0393567
1993:01:12,0.0191166
1993:01:13,0.000523341
1993:01:14,-0.0164289
1993:01:15,-0.0317453
1993:01:16,-0.0454304
1993:01:17,-0.0574886
1993:01:18,-0.0683403
1993:01:19,-0.0779888
1993:01:20,-0.086437
1993:01:21,-0.0936877
1993:01:22,-0.0997429
1993:01:23,-0.104604
1993:01:24,-0.108274
1993:01:25,-0.110322
1993:01:26,-0.110749
1993:01:27,-0.109555
1993:01:28,-0.106741
1993:01:29,-0.102304
1993:01:30,-0.0962435
1993:01:31,-0.0885581
1993:02:01,-0.0801389
1993:02:02,-0.0741257
1993:02:03,-0.0705167
1993:02:04,-0.0693109
1993:02:05,-0.0705078
1993:02:06,-0.0741079
1993:02:07,-0.0801122
1993:02:08,-0.0875244
1993:02:09,-0.0963468
1993:02:10,-0.106582
1993:02:11,-0.118233
1993:02:12,-0.131304
1993:02:13,-0.145798
1993:02:14,-0.161721
1993:02:15,-0.177831
1993:02:16,-0.194135
1993:02:17,-0.210636
1993:02:18,-0.227341
1993:02:19,-0.244254
1993:02:20,-0.26138
1993:02:21,-0.278725
1993:02:22,-0.297121
1993:02:23,-0.316573
1993:02:24,-0.337087
1993:02:25,-0.358671
1993:02:26,-0.381329
1993:02:27,-0.40507
1993:02:28,-0.4299
1993:03:01,-0.456684
1993:03:02,-0.481562
1993:03:03,-0.504542
1993:03:04,-0.52563
1993:03:05,-0.544834
1993:03:06,-0.562158
1993:03:07,-0.577609
1993:03:08,-0.591215
1993:03:09,-0.60298
1993:03:10,-0.612909
1993:03:11,-0.621003
1993:03:12,-0.627265
1993:03:13,-0.631698
1993:03:14,-0.634303
1993:03:15,-0.635093
1993:03:16,-0.634069
1993:03:17,-0.631231
1993:03:18,-0.626577
1993:03:19,-0.620106
1993:03:20,-0.611817
1993:03:21,-0.601706
1993:03:22,-0.588158
1993:03:23,-0.571168
1993:03:24,-0.550732
1993:03:25,-0.526844
1993:03:26,-0.499495
1993:03:27,-0.468678
1993:03:28,-0.434383
1993:03:29,-0.397834
1993:03:30,-0.359018
1993:03:31,-0.317925
1993:04:01,-0.274542
1993:04:02,-0.23323
1993:04:03,-0.193976
1993:04:04,-0.156769
1993:04:05,-0.122061
1993:04:06,-0.0898399
1993:04:07,-0.0600969
1993:04:08,-0.0328228
1993:04:09,-0.00800923
1993:04:10,0.0143514
1993:04:11,0.034266
1993:04:12,0.0521904
1993:04:13,0.0681299
1993:04:14,0.0820895
1993:04:15,0.0940734
1993:04:16,0.104085
1993:04:17,0.112128
1993:04:18,0.118205
1993:04:19,0.122364
1993:04:20,0.124607
1993:04:21,0.124936
1993:04:22,0.123349
1993:04:23,0.119846
1993:04:24,0.114427
1993:04:25,0.107089
1993:04:26,0.0975542
1993:04:27,0.0858189
1993:04:28,0.0718796
1993:04:29,0.0557322
1993:04:30,0.0373717
1993:05:01,0.0167924
1993:05:02,-0.00304158
1993:05:03,-0.0220267
1993:05:04,-0.0401686
1993:05:05,-0.057473
1993:05:06,-0.0739451
1993:05:07,-0.08959
1993:05:08,-0.104412
1993:05:09,-0.118417
1993:05:10,-0.131176
1993:05:11,-0.142695
1993:05:12,-0.152977
1993:05:13,-0.162025
1993:05:14,-0.169841
1993:05:15,-0.176429
1993:05:16,-0.181789
1993:05:17,-0.186325
1993:05:18,-0.190037
1993:05:19,-0.192926
1993:05:20,-0.194994
1993:05:21,-0.196241
1993:05:22,-0.196667
1993:05:23,-0.196273
1993:05:24,-0.194613
1993:05:25,-0.191688
1993:05:26,-0.187495
1993:05:27,-0.182035
1993:05:28,-0.175305
1993:05:29,-0.167302
1993:05:30,-0.158026
1993:05:31,-0.148039
1993:06:01,-0.137337
1993:06:02,-0.127193
1993:06:03,-0.117604
1993:06:04,-0.108565
1993:06:05,-0.100076
1993:06:06,-0.0921321
1993:06:07,-0.0844643
1993:06:08,-0.0770698
1993:06:09,-0.0699464
1993:06:10,-0.0630919
1993:06:11,-0.0565043
1993:06:12,-0.0501815
1993:06:13,-0.0441215
1993:06:14,-0.0382276
1993:06:15,-0.032498
1993:06:16,-0.0269309
1993:06:17,-0.0215246
1993:06:18,-0.0162774
1993:06:19,-0.0111878
1993:06:20,-0.00625422
1993:06:21,-0.00178209
1993:06:22,0.00222993
1993:06:23,0.00578306
1993:06:24,0.0088784
1993:06:25,0.0115169
1993:06:26,0.0136993
1993:06:27,0.0154264
1993:06:28,0.0166485
1993:06:29,0.0173661
1993:06:30,0.0175793
1993:07:01,0.0172882
1993:07:02,0.0162382
1993:07:03,0.0144289
1993:07:04,0.0118598
1993:07:05,0.00789176
1993:07:06,0.00252366
1993:07:07,-0.00424617
1993:07:08,-0.0124198
1993:07:09,-0.0219997
1993:07:10,-0.0329888
1993:07:11,-0.0453906
1993:07:12,-0.0574074
1993:07:13,-0.0690429
1993:07:14,-0.0803008
1993:07:15,-0.0911845
1993:07:16,-0.101697
1993:07:17,-0.111842
1993:07:18,-0.121623
1993:07:19,-0.128375
1993:07:20,-0.132103
1993:07:21,-0.132806
1993:07:22,-0.130484
1993:07:23,-0.125138
1993:07:24,-0.116766
1993:07:25,-0.105364
1993:07:26,-0.0970468
1993:07:27,-0.0918116
1993:07:28,-0.0896568
1993:07:29,-0.0905816
1993:07:30,-0.0945865
1993:07:31,-0.101673
1993:08:01,-0.111842
1993:08:02,-0.12127
1993:08:03,-0.129958
1993:08:04,-0.13791
1993:08:05,-0.145129
1993:08:06,-0.151615
1993:08:07,-0.157372
1993:08:08,-0.162402
1993:08:09,-0.166587
1993:08:10,-0.169931
1993:08:11,-0.172434
1993:08:12,-0.174098
1993:08:13,-0.174921
1993:08:14,-0.174905
1993:08:15,-0.17405
1993:08:16,-0.171915
1993:08:17,-0.1685
1993:08:18,-0.163804
1993:08:19,-0.157826
1993:08:20,-0.150563
1993:08:21,-0.142013
1993:08:22,-0.132174
1993:08:23,-0.121389
1993:08:24,-0.109655
1993:08:25,-0.0969677
1993:08:26,-0.0833237
1993:08:27,-0.0687188
1993:08:28,-0.0531485
1993:08:29,-0.036608
1993:08:30,-0.0189952
1993:08:31,-0.000304747
1993:09:01,0.0194691
1993:09:02,0.0384789
1993:09:03,0.0567307
1993:09:04,0.07423
1993:09:05,0.090982
1993:09:06,0.107092
1993:09:07,0.122565
1993:09:08,0.137406
1993:09:09,0.151619
1993:09:10,0.165209
1993:09:11,0.178179
1993:09:12,0.190534
1993:09:13,0.202915
1993:09:14,0.215325
1993:09:15,0.227769
1993:09:16,0.240249
1993:09:17,0.252771
1993:09:18,0.265338
1993:09:19,0.277953
1993:09:20,0.289932
1993:09:21,0.301277
1993:09:22,0.311993
1993:09:23,0.322083
1993:09:24,0.331549
1993:09:25,0.340395
1993:09:26,0.348624
1993:09:27,0.355926
1993:09:28,0.362305
1993:09:29,0.367762
1993:09:30,0.372299
1993:10:01,0.375917
1993:10:02,0.378709
1993:10:03,0.380675
1993:10:04,0.383241
1993:10:05,0.386405
1993:10:06,0.39017
1993:10:07,0.394537
1993:10:08,0.399506
1993:10:09,0.40508
1993:10:10,0.41126
1993:10:11,0.417276
1993:10:12,0.423129
1993:10:13,0.428821
1993:10:14,0.434354
1993:10:15,0.43973
1993:10:16,0.444951
1993:10:17,0.450017
1993:10:18,0.454537
1993:10:19,0.458511
1993:10:20,0.461942
1993:10:21,0.464831
1993:10:22,0.467177
1993:10:23,0.468982
1993:10:24,0.470246
1993:10:25,0.47092
1993:10:26,0.471003
1993:10:27,0.470496
1993:10:28,0.469398
1993:10:29,0.467709
1993:10:30,0.465428
1993:10:31,0.462556
1993:11:01,0.459439
1993:11:02,0.457433
1993:11:03,0.456538
1993:11:04,0.456753
1993:11:05,0.458077
1993:11:06,0.460513
1993:11:07,0.464059
1993:11:08,0.468231
1993:11:09,0.473028
1993:11:10,0.478453
1993:11:11,0.484507
1993:11:12,0.491192
1993:11:13,0.498509
1993:11:14,0.506463
1993:11:15,0.515228
1993:11:16,0.524808
1993:11:17,0.535205
1993:11:18,0.546423
1993:11:19,0.558465
1993:11:20,0.571335
1993:11:21,0.585037
1993:11:22,0.599849
1993:11:23,0.615775
1993:11:24,0.632822
1993:11:25,0.650993
1993:11:26,0.670294
1993:11:27,0.690732
1993:11:28,0.712313
1993:11:29,0.735017
1993:11:30,0.758852
1993:12:01,0.783825
1993:12:02,0.806585
1993:12:03,0.827138
1993:12:04,0.845491
1993:12:05,0.861649
1993:12:06,0.875497
1993:12:07,0.887039
1993:12:08,0.896278
1993:12:09,0.903218
1993:12:10,0.90786
1993:12:11,0.910206
1993:12:12,0.910256
1993:12:13,0.908006
1993:12:14,0.903457
1993:12:15,0.896606
1993:12:16,0.887451
1993:12:17,0.87599
1993:12:18,0.862218
1993:12:19,0.846133
1993:12:20,0.826006
1993:12:21,0.801832
1993:12:22,0.773602
1993:12:23,0.741309
1993:12:24,0.704943
1993:12:25,0.664491
1993:12:26,0.619943
1993:12:27,0.575317
1993:12:28,0.530599
1993:12:29,0.485776
1993:12:30,0.440834
1993:12:31,0.395759
1994:01:01,0.350538
1994:01:02,0.309129
1994:01:03,0.269358
1994:01:04,0.231212
1994:01:05,0.194679
1994:01:06,0.159749
1994:01:07,0.12641
1994:01:08,0.0946532
1994:01:09,0.0644679
1994:01:10,0.03627
1994:01:11,0.010051
1994:01:12,-0.0141971
1994:01:13,-0.0364818
1994:01:14,-0.0568097
1994:01:15,-0.0751872
1994:01:16,-0.0916199
1994:01:17,-0.106829
1994:01:18,-0.120818
1994:01:19,-0.133592
1994:01:20,-0.145155
1994:01:21,-0.15551
1994:01:22,-0.164661
1994:01:23,-0.17261
1994:01:24,-0.176726
1994:01:25,-0.17701
1994:01:26,-0.173462
1994:01:27,-0.166081
1994:01:28,-0.154865
1994:01:29,-0.13981
1994:01:30,-0.120912
1994:01:31,-0.102559
1994:02:01,-0.0847472
1994:02:02,-0.0675436
1994:02:03,-0.0509432
1994:02:04,-0.034941
1994:02:05,-0.0195321
1994:02:06,-0.00471175
1994:02:07,0.0111814
1994:02:08,0.0281522
1994:02:09,0.0462058
1994:02:10,0.0653478
1994:02:11,0.085584
1994:02:12,0.106921
1994:02:13,0.129364
1994:02:14,0.153155
1994:02:15,0.178302
1994:02:16,0.204812
1994:02:17,0.232694
1994:02:18,0.261955
1994:02:19,0.292604
1994:02:20,0.324652
1994:02:21,0.3571
1994:02:22,0.389961
1994:02:23,0.423242
1994:02:24,0.456955
1994:02:25,0.49111
1994:02:26,0.525717
1994:02:27,0.560787
1994:02:28,0.598389
1994:03:01,0.638535
1994:03:02,0.677404
1994:03:03,0.715009
1994:03:04,0.751361
1994:03:05,0.786472
1994:03:06,0.820351
1994:03:07,0.85181
1994:03:08,0.880861
1994:03:09,0.907511
1994:03:10,0.931768
1994:03:11,0.953641
1994:03:12,0.973135
1994:03:13,0.990256
1994:03:14,1.00493
1994:03:15,1.01715
1994:03:16,1.02693
1994:03:17,1.03427
1994:03:18,1.03917
1994:03:19,1.04164
1994:03:20,1.04167
1994:03:21,1.03921
1994:03:22,1.03425
1994:03:23,1.0268
1994:03:24,1.01685
1994:03:25,1.0044
1994:03:26,0.989451
1994:03:27,0.971991
1994:03:28,0.953333
1994:03:29,0.933473
1994:03:30,0.912405
1994:03:31,0.890121
1994:04:01,0.866616
1994:04:02,0.844421
1994:04:03,0.823531
1994:04:04,0.803364
1994:04:05,0.783916
1994:04:06,0.765181
1994:04:07,0.747151
1994:04:08,0.729823
1994:04:09,0.713191
1994:04:10,0.697249
1994:04:11,0.681898
1994:04:12,0.667135
1994:04:13,0.652954
1994:04:14,0.63935
1994:04:15,0.626321
1994:04:16,0.613862
1994:04:17,0.601969
1994:04:18,0.589378
1994:04:19,0.576087
1994:04:20,0.562091
1994:04:21,0.547386
1994:04:22,0.531967
1994:04:23,0.51583
1994:04:24,0.498969
1994:04:25,0.482949
1994:04:26,0.467765
1994:04:27,0.453412
1994:04:28,0.439886
1994:04:29,0.427182
1994:04:30,0.415297
1994:05:01,0.404227
1994:05:02,0.394943
1994:05:03,0.387442
1994:05:04,0.381721
1994:05:05,0.37778
1994:05:06,0.375617
1994:05:07,0.375231
1994:05:08,0.376623
1994:05:09,0.378124
1994:05:10,0.379737
1994:05:11,0.381462
1994:05:12,0.383299
1994:05:13,0.385248
1994:05:14,0.387311
1994:05:15,0.389487
1994:05:16,0.392124
1994:05:17,0.395222
1994:05:18,0.398783
1994:05:19,0.402807
1994:05:20,0.407295
1994:05:21,0.41225
1994:05:22,0.417672
1994:05:23,0.423294
1994:05:24,0.429119
1994:05:25,0.435149
1994:05:26,0.441384
1994:05:27,0.447827
1994:05:28,0.45448
1994:05:29,0.461345
1994:05:30,0.468687
1994:05:31,0.476507
1994:06:01,0.48481
1994:06:02,0.49212
1994:06:03,0.49844
1994:06:04,0.503773
1994:06:05,0.508119
1994:06:06,0.511301
1994:06:07,0.51332
1994:06:08,0.514175
1994:06:09,0.513867
1994:06:10,0.512397
1994:06:11,0.509763
1994:06:12,0.505966
1994:06:13,0.501214
1994:06:14,0.495507
1994:06:15,0.488844
1994:06:16,0.481222
1994:06:17,0.472638
1994:06:18,0.46309
1994:06:19,0.452576
1994:06:20,0.441393
1994:06:21,0.42954
1994:06:22,0.417011
1994:06:23,0.403804
1994:06:24,0.389914
1994:06:25,0.375337
1994:06:26,0.360068
1994:06:27,0.343559
1994:06:28,0.325804
1994:06:29,0.306797
1994:06:30,0.286533
1994:07:01,0.265006
1994:07:02,0.244671
1994:07:03,0.225521
1994:07:04,0.208154
1994:07:05,0.192564
1994:07:06,0.178747
1994:07:07,0.166698
1994:07:08,0.156413
1994:07:09,0.147891
1994:07:10,0.141127
1994:07:11,0.136616
1994:07:12,0.134358
1994:07:13,0.134352
1994:07:14,0.136597
1994:07:15,0.141095
1994:07:16,0.147846
1994:07:17,0.156853
1994:07:18,0.166715
1994:07:19,0.177435
1994:07:20,0.189017
1994:07:21,0.201464
1994:07:22,0.21478
1994:07:23,0.228969
1994:07:24,0.244035
1994:07:25,0.260022
1994:07:26,0.276936
1994:07:27,0.29478
1994:07:28,0.31356
1994:07:29,0.333283
1994:07:30,0.353955
1994:07:31,0.37558
1994:08:01,0.399019
1994:08:02,0.421393
1994:08:03,0.442708
1994:08:04,0.462971
1994:08:05,0.482188
1994:08:06,0.500365
1994:08:07,0.517508
1994:08:08,0.533241
1994:08:09,0.547569
1994:08:10,0.560497
1994:08:11,0.572028
1994:08:12,0.582165
1994:08:13,0.590913
1994:08:14,0.598273
1994:08:15,0.604205
1994:08:16,0.608712
1994:08:17,0.611794
1994:08:18,0.613453
1994:08:19,0.613688
1994:08:20,0.612501
1994:08:21,0.609891
1994:08:22,0.606476
1994:08:23,0.602257
1994:08:24,0.597232
1994:08:25,0.591399
1994:08:26,0.584756
1994:08:27,0.577302
1994:08:28,0.569035
1994:08:29,0.559419
1994:08:30,0.548452
1994:08:31,0.536131
1994:09:01,0.522451
1994:09:02,0.509519
1994:09:03,0.49733
1994:09:04,0.485881
1994:09:05,0.474886
1994:09:06,0.464342
1994:09:07,0.454246
1994:09:08,0.444596
1994:09:09,0.435387
1994:09:10,0.426617
1994:09:11,0.418284
1994:09:12,0.410502
1994:09:13,0.403267
1994:09:14,0.396579
1994:09:15,0.390434
1994:09:16,0.384832
1994:09:17,0.37977
1994:09:18,0.375246
1994:09:19,0.371429
1994:09:20,0.368316
1994:09:21,0.365908
1994:09:22,0.364203
1994:09:23,0.363201
1994:09:24,0.362901
1994:09:25,0.363303
1994:09:26,0.364676
1994:09:27,0.367021
1994:09:28,0.370336
1994:09:29,0.374625
1994:09:30,0.379888
1994:10:01,0.386126
1994:10:02,0.392603
1994:10:03,0.399602
1994:10:04,0.407125
1994:10:05,0.415174
1994:10:06,0.423752
1994:10:07,0.432861
1994:10:08,0.442504
1994:10:09,0.452684
1994:10:10,0.462666
1994:10:11,0.472452
1994:10:12,0.482045
1994:10:13,0.491448
1994:10:14,0.500665
1994:10:15,0.509698
1994:10:16,0.518549
1994:10:17,0.527266
1994:10:18,0.535852
1994:10:19,0.544309
1994:10:20,0.552639
1994:10:21,0.560846
1994:10:22,0.568932
1994:10:23,0.576899
1994:10:24,0.58502
1994:10:25,0.593295
1994:10:26,0.601729
1994:10:27,0.610324
1994:10:28,0.619081
1994:10:29,0.628005
1994:10:30,0.637097
1994:10:31,0.646191
1994:11:01,0.655288
1994:11:02,0.663995
1994:11:03,0.672313
1994:11:04,0.680247
1994:11:05,0.687797
1994:11:06,0.694966
1994:11:07,0.701939
1994:11:08,0.708716
1994:11:09,0.715301
1994:11:10,0.721695
1994:11:11,0.727901
1994:11:12,0.733919
1994:11:13,0.739753
1994:11:14,0.74523
1994:11:15,0.750352
1994:11:16,0.755122
1994:11:17,0.75954
1994:11:18,0.763608
1994:11:19,0.767326
1994:11:20,0.770697
1994:11:21,0.773989
1994:11:22,0.777204
1994:11:23,0.780341
1994:11:24,0.783403
1994:11:25,0.78639
1994:11:26,0.789303
1994:11:27,0.792142
1994:11:28,0.794558
1994:11:29,0.796549
1994:11:30,0.798117
1994:12:01,0.799262
1994:12:02,0.799604
1994:12:03,0.799142
1994:12:04,0.797876
1994:12:05,0.796247
1994:12:06,0.794254
1994:12:07,0.791896
1994:12:08,0.789173
1994:12:09,0.786084
1994:12:10,0.782628
1994:12:11,0.778803
1994:12:12,0.774434
1994:12:13,0.769518
1994:12:14,0.764053
1994:12:15,0.758039
1994:12:16,0.751473
1994:12:17,0.744354
1994:12:18,0.736678
1994:12:19,0.727677
1994:12:20,0.717347
1994:12:21,0.705685
1994:12:22,0.692687
1994:12:23,0.678351
1994:12:24,0.66267
1994:12:25,0.645641
1994:12:26,0.628163
1994:12:27,0.610232
1994:12:28,0.591842
1994:12:29,0.572987
1994:12:30,0.553662
1994:12:31,0.533861
1995:01:01,0.513577
1995:01:02,0.493897
1995:01:03,0.474815
1995:01:04,0.456325
1995:01:05,0.438421
1995:01:06,0.421098
1995:01:07,0.404351
1995:01:08,0.388175
1995:01:09,0.372127
1995:01:10,0.356202
1995:01:11,0.340396
1995:01:12,0.324704
1995:01:13,0.309122
1995:01:14,0.293643
1995:01:15,0.278264
1995:01:16,0.261589
1995:01:17,0.243611
1995:01:18,0.224326
1995:01:19,0.203728
1995:01:20,0.181811
1995:01:21,0.158567
1995:01:22,0.13399
1995:01:23,0.108962
1995:01:24,0.0834777
1995:01:25,0.0575278
1995:01:26,0.0311045
1995:01:27,0.0042
1995:01:28,-0.0231941
1995:01:29,-0.051086
1995:01:30,-0.0794648
1995:01:31,-0.108339
1995:02:01,-0.137718
1995:02:02,-0.165852
1995:02:03,-0.192751
1995:02:04,-0.218422
1995:02:05,-0.242874
1995:02:06,-0.265058
1995:02:07,-0.284982
1995:02:08,-0.302651
1995:02:09,-0.318071
1995:02:10,-0.331246
1995:02:11,-0.342181
1995:02:12,-0.350878
1995:02:13,-0.358618
1995:02:14,-0.365401
1995:02:15,-0.37123
1995:02:16,-0.376107
1995:02:17,-0.380033
1995:02:18,-0.38301
1995:02:19,-0.385038
1995:02:20,-0.386217
1995:02:21,-0.386546
1995:02:22,-0.386025
1995:02:23,-0.384655
1995:02:24,-0.382435
1995:02:25,-0.379365
1995:02:26,-0.375443
1995:02:27,-0.370226
1995:02:28,-0.363713
1995:03:01,-0.355901
1995:03:02,-0.348687
1995:03:03,-0.342069
1995:03:04,-0.336044
1995:03:05,-0.330612
1995:03:06,-0.325537
1995:03:07,-0.320818
1995:03:08,-0.316453
1995:03:09,-0.312441
1995:03:10,-0.308781
